IS Number,Full Title,Year,Status,Replaced By,Supersedes,Product Family,Priority,Source Link,IS Base,Cited As,Collected From,Department Id,Committee Id
IS 1000:2021,Edible Lactose  —  Specification (Second Revision),2021,Superseded,UNKNOWN,UNKNOWN,FAD — Food And Agriculture Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1000,IS 1000,BIS searchKnowStandards,61,136
IS 10000 (Part 1):1980,Methods of tests for internal combustion engines: Part 1 glossary of terms relating to test methods,1982,Current,UNKNOWN,UNKNOWN,TED — Transport Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10000,IS 10000,BIS searchKnowStandards,67,76
IS 10002:1981,Specification for performance requirements for constant speed compression ignition (Diesel) engines for general purposes (Above 20 KW),1981,Current,UNKNOWN,UNKNOWN,TED — Transport Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10002,IS 10002,BIS searchKnowStandards,67,76
IS 10011:2022,Dentistry  Polymer-based restorative materials  Second Revision,2022,Current,UNKNOWN,UNKNOWN,MHD — Medical Equipment And Hospital Planning Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10011,IS 10011,BIS searchKnowStandards,64,18
IS 10027:2018,Composite units of air - Break switches and rewirable type fuses for voltages not exceeding 650 v a.c. - Specification (Second Revision),2018,Current,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10027,IS 10027,BIS searchKnowStandards,65,241
IS 1003 (Part 1):2003,Timber Panelled and Glazed Shutters : Part 1 Door shutters -,2003,Withdrawn,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1003,IS 1003,BIS searchKnowStandards,63,197
IS 10037 (Part 1):1981,"Requirements for sludge dewatering equipment: Part I Sludge drying beds-sand, gravel and underdrains",1982,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10037,IS 10037,BIS searchKnowStandards,63,203
IS 10086:2021,"Moulds for Use in Tests of Cement, Concrete and Pozzolana (First Revision)",2021,Superseded,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10086,IS 10086,BIS searchKnowStandards,63,190
IS 101 (Part 1/Sec 1):2023,"Methods of sampling and test for paints, varnishes and related products : Part 1 tests on liquid paints (general and physical): Sec 1 sampling (Fourth Revision)",2023,Current,UNKNOWN,UNKNOWN,CHD — Chemical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 101,IS 101,BIS searchKnowStandards,62,181
IS 10108:1982,Code of practice for sampling of soils by thin wall sampler with stationary piston,1982,Withdrawn,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10108,IS 10108,BIS searchKnowStandards,63,212
IS 10141:2001,"Positive List of Constituents of Polyethylene in Contact with Foodstuffs, Pharmaceuticals and Drinking Water",,Withdrawn,UNKNOWN,UNKNOWN,"PCD — Petroleum, Coal And Related Products Department",Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10141,IS 10141,BIS searchKnowStandards,69,52
IS 10146:1982,"Specification for polyethylene for its safe use in contact with foodstuffs, pharmaceuticals and drinking water ",1982,Current,UNKNOWN,UNKNOWN,"PCD — Petroleum, Coal And Related Products Department",Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10146,IS 10146,BIS searchKnowStandards,69,52
IS 10151:2019,"Polyvinyl chloride (pvc) and its copolymers for its safe use in contact with foodstuffs, pharmaceuticals and drinking water - Specification (First Revision)",2019,Current,UNKNOWN,UNKNOWN,"PCD — Petroleum, Coal And Related Products Department",Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10151,IS 10151,BIS searchKnowStandards,69,52
IS 10178:1995,Co2 gas shielded metal - Arc welding of structural steels - Recommendations (First Revision),1995,Current,UNKNOWN,UNKNOWN,MTD — Metallurgical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10178,IS 10178,BIS searchKnowStandards,70,34
IS 1018:1982,"Padlocks, Brass, Lever Type, Machine Made",,Withdrawn,UNKNOWN,UNKNOWN,MED — Mechanical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1018,IS 1018,BIS searchKnowStandards,68,311
IS 10192:1982,Specification for synthetic resin bonded glass fibre (SRBGF) for electrical purposes,1983,Current,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10192,IS 10192,BIS searchKnowStandards,65,237
IS 102:1962,"Ready mixed paint, brushing, red lead, non-setting, priming",,Withdrawn,UNKNOWN,UNKNOWN,CHD — Chemical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 102,IS 102,BIS searchKnowStandards,62,173
IS 10204:2001,Specification for  portable fire extinguisher mechanical foam type,,Withdrawn,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10204,IS 10204,BIS searchKnowStandards,63,202
IS 10234:1982,Recommendations for general pipeline welding,1982,Withdrawn,UNKNOWN,UNKNOWN,MTD — Metallurgical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10234,IS 10234,BIS searchKnowStandards,70,34
IS 1024:2025,Use of welding in bridges and structures subject to dynamic loading - Code of practice  (Third Revision),2025,Current,UNKNOWN,UNKNOWN,MTD — Metallurgical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1024,IS 1024,BIS searchKnowStandards,70,34
IS 10261:1982,Requirements for settling tank (Clarifier Equipment) for waste water treatment,1983,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10261,IS 10261,BIS searchKnowStandards,63,203
IS 10270:1982,Guidelines for design and construction of prestressed rock anchors,1982,Withdrawn,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10270,IS 10270,BIS searchKnowStandards,63,212
IS 10297:1982,Code of practice for design and construction of floors and roofs using precast reinforced/prestressed concrete ribbed or cored slab units,1982,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10297,IS 10297,BIS searchKnowStandards,63,435
IS 1030:1998,Carbon steel castings for general engineering purposes - Specification (Fifth Revision),1998,Current,UNKNOWN,UNKNOWN,MTD — Metallurgical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1030,IS 1030,BIS searchKnowStandards,70,37
IS 10314:1982,Dimensions for ceramic bushings for terminals,1983,Current,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10314,IS 10314,BIS searchKnowStandards,65,240
IS 10346:2004,Dolomite for metallurgical and refractory use - Specification (Second Revision),2004,Current,UNKNOWN,UNKNOWN,MTD — Metallurgical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10346,IS 10346,BIS searchKnowStandards,70,36
IS 1038:1983,"Specification For Steel Doors, Windows And Ventilators",1983,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1038,IS 1038,BIS searchKnowStandards,63,197
IS 10446:1983,Glossary of terms relating to water supply and sanitation,1983,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10446,IS 10446,BIS searchKnowStandards,63,203
IS 10500:2012,Drinking Water - Specification (Second Revision),2012,Current,UNKNOWN,UNKNOWN,FAD — Food And Agriculture Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10500,IS 10500,BIS searchKnowStandards,61,281
IS 10552:1983,Specification for buckets to be used in power driven bucket type sewer cleaning machine,1983,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10552,IS 10552,BIS searchKnowStandards,63,203
IS 10561:1983,Application guide for power transformers,,Withdrawn,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10561,IS 10561,BIS searchKnowStandards,65,250
IS 10566:1983,Methods of tests for preformed fillers for expansion joints in concrete paving and structural construction,1983,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10566,IS 10566,BIS searchKnowStandards,63,199
IS 10593:2023,Mineral oil-filled electrical equipment in service - Guidance on the interpretation of dissolved and free gases analysis,2023,Current,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10593,IS 10593,BIS searchKnowStandards,65,238
IS 10601:1983,Dimensions of terminals of high voltage switchgear and controlgear,,Withdrawn,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10601,IS 10601,BIS searchKnowStandards,65,242
IS 10617:2018,Hermetic compressors - Specification (Second Revision),2018,Current,UNKNOWN,UNKNOWN,MED — Mechanical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10617,IS 10617,BIS searchKnowStandards,68,290
IS 1068:2025,"Metallic and other inorganic coatings ï¿½ Electrodeposited coatings of nickel, nickel plus chromium, copper plus nickel and of copper plus nickel plus chromium (Fourth Revision)",2025,Current,UNKNOWN,UNKNOWN,MTD — Metallurgical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1068,IS 1068,BIS searchKnowStandards,70,111
IS 1069:2021,Quality Tolerances for Water for Storage Batteries - Specification (Third Revision),2021,Current,UNKNOWN,UNKNOWN,CHD — Chemical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1069,IS 1069,BIS searchKnowStandards,62,176
IS 10702:2023,Hawai Chappal - Specification  (first revision) Amendment - 2,2023,Superseded,UNKNOWN,UNKNOWN,CHD — Chemical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10702,IS 10702,BIS searchKnowStandards,62,180
IS 10702:1992,Rubber hawal chappal - Specification (Second Revision),1982,Withdrawn,UNKNOWN,UNKNOWN,CHD — Chemical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10702,IS 10702: 1992,BIS searchKnowStandards,62,180
IS 10748:2025,Hot-Rolled Steel Strip for Welded Tubes and Pipes - Specification ( Third Revision),2025,Current,UNKNOWN,UNKNOWN,MTD — Metallurgical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10748,IS 10748,BIS searchKnowStandards,70,27
IS 1077:2025,Common Burnt Clay Building Bricks - Specification (Sixth Revision),2025,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1077,IS 1077,BIS searchKnowStandards,63,205
IS 1079:2017,"Hot rolled carbon steel sheet, plate and strip - Specification (Seventh Revision)",2017,Current,UNKNOWN,UNKNOWN,MTD — Metallurgical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1079,IS 1079,BIS searchKnowStandards,70,27
IS 1081:1960,"Code of practice for fixing and glazing of metal (Steel And Aluminium) doors, windows and ventilators",1960,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1081,IS 1081,BIS searchKnowStandards,63,197
IS 1087:1957,Single pole 5-ampere tumbler switches for AC/DC,,Withdrawn,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1087,IS 1087,BIS searchKnowStandards,65,248
IS 10910:1984,"Specification for polypropylene and its copolymers for its safe use in contact with foodstuffs, pharmaceuticals and drinking water",1984,Current,UNKNOWN,UNKNOWN,"PCD — Petroleum, Coal And Related Products Department",Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10910,IS 10910,BIS searchKnowStandards,69,52
IS 10918:1984,Specification for vented type nickel cadmium batteries,1984,Current,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10918,IS 10918,BIS searchKnowStandards,65,245
IS 11000 (Part 1/Sec 1):1988,"Fire Hazard Testing: Part 1 Guidance For The Preparation Of Requirements And Test Specifications For Assessing Fire Hazard Of Electronic And Electrical Items, Sec 1 General Guidance",,Withdrawn,UNKNOWN,UNKNOWN,LITD — Electronics And Information Technology Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11000,IS 11000,BIS searchKnowStandards,66,223
IS 11000 (Part 2/Sec 1):2018,Fire hazard testing: Part 2 test methods: Sec 1 glow - Wire apparatus and common test procedure (Second Revision),2018,Withdrawn,UNKNOWN,UNKNOWN,LITD — Electronics And Information Technology Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11000,IS 11000 (Part 2),BIS searchKnowStandards,66,223
IS 11037:2019,Electronic Type Fan Regulators - Specification ( First Revision ),2019,Current,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11037,IS 11037,BIS searchKnowStandards,65,248
IS 11101:1984,Specification for extended branch pipe for fire brigade use,1985,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11101,IS 11101,BIS searchKnowStandards,63,202
IS 11108:1984,Specification for portable fire extinguishers - Halon 1211 type,1985,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11108,IS 11108,BIS searchKnowStandards,63,202
IS 11143:1984,Specification for ground high speed steel tool bits,1984,Withdrawn,UNKNOWN,UNKNOWN,PGD — Production And General Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11143,IS 11143,BIS searchKnowStandards,74,169
IS 11171:1985,Specification for dry - Type power transformers,,Withdrawn,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11171,IS 11171,BIS searchKnowStandards,65,250
IS 1118:2019,"Gear lubricants, multipurpose (Extreme Pressure Gear Oil) - specification (Second Revision)",2019,Current,UNKNOWN,UNKNOWN,"PCD — Petroleum, Coal And Related Products Department",Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1118,IS 1118,BIS searchKnowStandards,69,344
IS 11189:2020,Methods of Tubewell Development ( First Revision ) ,2020,Current,UNKNOWN,UNKNOWN,MED — Mechanical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11189,IS 11189,BIS searchKnowStandards,68,301
IS 112:1950,"Paints tinted to various colour, exterior, undercoating, spraying",,Withdrawn,UNKNOWN,UNKNOWN,CHD — Chemical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 112,IS 112,BIS searchKnowStandards,62,181
IS 1120:1975,Specification for coach screws  (First Revision),1975,Current,UNKNOWN,UNKNOWN,PGD — Production And General Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1120,IS 1120,BIS searchKnowStandards,74,320
IS 11226:1993,Leather safety footwear having direct moulded rubber sole specification (First Revision),1993,Current,UNKNOWN,UNKNOWN,CHD — Chemical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11226,IS 11226,BIS searchKnowStandards,62,180
IS 11226:1993,Leather safety footwear having direct moulded rubber sole specification (First Revision),1993,Current,UNKNOWN,UNKNOWN,CHD — Chemical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11226,IS 11226: 1993,BIS searchKnowStandards,62,180
IS 1124:1974,"Method of test for determination of water absorption, apparent specific gravity and porosity of natural building stones",1975,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1124,IS 1124,BIS searchKnowStandards,63,194
IS 11329:2018,Finned type heat exchanger for room air conditioner (First Revision) ,2018,Superseded,UNKNOWN,UNKNOWN,MED — Mechanical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11329,IS 11329,BIS searchKnowStandards,68,290
IS 11346:2002,Tests for agricultural and water supply pumps - Code of acceptance (First Revision),2002,Current,UNKNOWN,UNKNOWN,MED — Mechanical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11346,IS 11346,BIS searchKnowStandards,68,300
IS 11355:1985,Specification for phenyl - P - Naphthylamine,1986,Withdrawn,UNKNOWN,UNKNOWN,"PCD — Petroleum, Coal And Related Products Department",Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11355,IS 11355,BIS searchKnowStandards,69,53
IS 11360:1985,Specification for smoke detectors for use in automatic electrical fire alarm system,1986,Withdrawn,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11360,IS 11360,BIS searchKnowStandards,63,202
IS 11375:2021,GROUNDNUT OIL FOR COSMETIC INDUSTRY   SPECIFICATION First Revision of IS 11375,2021,Current,UNKNOWN,UNKNOWN,"PCD — Petroleum, Coal And Related Products Department",Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11375,IS 11375,BIS searchKnowStandards,69,55
IS 11384:2022,Composite Construction in Structural Steel and Concrete - Code of Practice,2022,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11384,IS 11384,BIS searchKnowStandards,63,209
IS 1139:1966,"Specification for Hot rolled mild steel, medium tensile steel and high yield strength steel deformed bars for concrete reinforcements",,Withdrawn,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1139,IS 1139,BIS searchKnowStandards,63,190
IS 11447:1985,Code of practice for construction with large panel prefabricates,1986,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11447,IS 11447,BIS searchKnowStandards,63,435
IS 1146:1981,Specification for rubber and plastics containers for lead - Acid storage batteries (Second Revision),,Current,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1146,IS 1146,BIS searchKnowStandards,65,245
IS 1155:2022,ATTA - SPECIFICATION(THIRD REVISION OF IS 1155),2022,Current,UNKNOWN,UNKNOWN,FAD — Food And Agriculture Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1155,IS 1155,BIS searchKnowStandards,61,283
IS 11551:2024," Textiles ï¿½ Glass Fibre Chopped  Strand Mat for the Reinforcement of  Epoxy, Vinyl Ester, Phenolic and  Polyester Thermoset Resin  Systems ï¿½ Specification (Second Revision of IS 11551)",2024,Current,UNKNOWN,UNKNOWN,TXD — Textile Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11551,IS 11551,BIS searchKnowStandards,71,391
IS 116:1950,"Paint, exterior, undercoating, spraying, matt finish to No. 352 pale cream and No. 632 dark admiralty grey",,Withdrawn,UNKNOWN,UNKNOWN,CHD — Chemical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 116,IS 116,BIS searchKnowStandards,62,181
IS 11606:1986,Methods for sampling of cast iron pipes and fittings,1986,Current,UNKNOWN,UNKNOWN,MTD — Metallurgical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11606,IS 11606,BIS searchKnowStandards,70,29
IS 11654 (Part 3/Sec 1):1988,Specification for flexible insulating sleeving: Part 3 specifications for individual types of sleevings: Sec 1 general purpose grade sleeving with temperature index 90,1989,Current,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11654,IS 11654 (Part 3),BIS searchKnowStandards,65,237
IS 11656:1986,"Specification for antiwear hydraulic oil, extra heavy duty type",1986,Current,UNKNOWN,UNKNOWN,"PCD — Petroleum, Coal And Related Products Department",Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11656,IS 11656,BIS searchKnowStandards,69,344
IS 11682:1985,Criteria for design of rcc staging for overhead water tanks,1987,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11682,IS 11682,BIS searchKnowStandards,63,209
IS 1169:1967,Specification for electric pedestal type fans and regulators (First Revision),1968,Current,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1169,IS 1169,BIS searchKnowStandards,65,265
IS 1171:2011,Ferromanganese - Specification (Fifth Revision),2011,Current,UNKNOWN,UNKNOWN,MTD — Metallurgical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1171,IS 1171,BIS searchKnowStandards,70,28
IS 1172:1993,"Code of basic requirements for water supply, drainge and sanitation (Fourth Revision)",1993,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1172,IS 1172,BIS searchKnowStandards,63,203
IS 11723 (Part 1):1992,Mechanical Vibration - Balance Quality Requirements Of Rigid Rotors : Part 1 Determination Of Permissible Residual Unbalance,,Withdrawn,UNKNOWN,UNKNOWN,MED — Mechanical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11723,IS 11723,BIS searchKnowStandards,68,6
IS 1173:2025,Hot Rolled and Slit Steel Tee Bars  Dimensions and Properties,2025,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1173,IS 1173,BIS searchKnowStandards,63,195
IS 11731 (Part 1):1986,Methods of test for determination of flammability of solid electrical insulating materials when exposed to an igniting source: Part 1 horizontal specimen method,1987,Current,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11731,IS 11731,BIS searchKnowStandards,65,237
IS 1179:1967,Specification for equipment for eye and face protection during welding (First Revision),1967,Current,UNKNOWN,UNKNOWN,MTD — Metallurgical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1179,IS 1179,BIS searchKnowStandards,70,34
IS 11790:2024,"Preparation of Butt Welding Ends for Pipes, Valves, Flanges and Fittings - Code of Practice (First Revision)",2024,Current,UNKNOWN,UNKNOWN,MED — Mechanical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11790,IS 11790,BIS searchKnowStandards,68,298
IS 11833:1986,Specification For Dry Powder Fire Extinguisher For Metal Fires,1987,Withdrawn,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11833,IS 11833,BIS searchKnowStandards,63,202
IS 11906:1986,Recommendations for cement - Mortar lining for cast - Iron mild steel and ductile - Iron pipes and fittings for transportation of water,1987,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11906,IS 11906,BIS searchKnowStandards,63,203
IS 11954:2023,Colour Coding of Electrical Mimic Diagrams ï¿½ Guide ( First Revision ) ,2023,Current,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11954,IS 11954,BIS searchKnowStandards,65,236
IS 11967 (Part 1/Sec 1):1987,"Specification for radio frequency coaxial cables: Part 1 solid polyethylene: Sec 1 flexible, type R 50 - 2 - A01",1987,Current,UNKNOWN,UNKNOWN,LITD — Electronics And Information Technology Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11967,IS 11967 (Part 1),BIS searchKnowStandards,66,123
IS 11993:1987,Code of Practice for Use of Screed Board Concrete Vibrators,1987,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11993,IS 11993,BIS searchKnowStandards,63,190
IS 11994:1986,Code of practice for use of screed board concrete vibrators,,Withdrawn,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11994,IS 11994,BIS searchKnowStandards,65,246
IS 120:1962,"Ready Mixed Paint, Brushing, Finishing, Semi-gloss, for General Purposes, To Indian Standard Colours No. 537, 538, 540, 541, 570, And 574",,Withdrawn,UNKNOWN,UNKNOWN,CHD — Chemical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 120,IS 120,BIS searchKnowStandards,62,181
IS 1200 (Part 1):1992,Methods of measurement of building and civil engineering works: Part 1 earthwork,1992,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1200,IS 1200,BIS searchKnowStandards,63,213
IS 1200 (Part 1):1992,Methods of measurement of building and civil engineering works: Part 1 earthwork,1992,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1200,IS 1200 (Part 1),BIS searchKnowStandards,63,213
IS 1200 (Part 19):1981,"Method of measurement of building and civil engineering works: Part 19 water supply, plumbing and drains",1981,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1200,IS 1200 (Part 19),BIS searchKnowStandards,63,213
IS 1200 (Part 27):2024,Method of Measurement of Building and Civil Engineering Works : Part 27 Earth Work done by Mechanical Appliances  (SECOND REVISION),2024,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1200,IS 1200 (Part 27),BIS searchKnowStandards,63,213
IS 12021:2015,Control transformers or switchgear and controlgear for voltages not exceeding 1000 v a.c. - Specification (First Revision),2015,Current,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 12021,IS 12021,BIS searchKnowStandards,65,241
IS 12048:1987,Specification for helically formed fittings for overhead lines up to 33 kV,1988,Withdrawn,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 12048,IS 12048,BIS searchKnowStandards,65,270
IS 12065:2025,Permissible limits of noise levels for rotating electrical machines (First Revision),2025,Current,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 12065,IS 12065,BIS searchKnowStandards,65,249
IS 12075:2024,"Mechanical Vibration of Rotating Electrical Machines with Shaft Heights 56 mm and Higher â€”Measurement, Evaluation and Limits of Vibration Severity  (IEC 60034-14 : 2018, MOD) (Second Revision)",2024,Current,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 12075,IS 12075,BIS searchKnowStandards,65,249
IS 12089:1987,Specification for Granulated Slag for the Manufacture Portland Slag Cement,1987,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 12089,IS 12089,BIS searchKnowStandards,63,190
IS 12118 (Part 1):1987,Specification for two - Part polysulphide - Based sealants: Part 1 general requirements ,1987,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 12118,IS 12118,BIS searchKnowStandards,63,199
IS 12155:1987,General and Safety Requirements for Fans and Regulators for Household and Similar Purposes,,Withdrawn,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 12155,IS 12155,BIS searchKnowStandards,65,239
